URL,Title,Price,Location,Description,Attributes,Property Type,Rooms,Den Included,Number of Bathrooms,Latitude,Longitude,Parking Included,Utilities Included,Pet Friendly,Size (sqft),Furnished,Building Name,Distance from Hospital,Distance from Police Station,Distance to Nearest Store,Distance to Nearest Pharmacy,Walk Score,Transit Score,Bike Score,Time to Nearest Hospital,Time to Nearest Police Station,Time to Nearest Store,Time to Nearest Pharmacy
https://www.kijiji.ca/v-apartments-condos/dartmouth/castlewood-executive-5-br-home-in-the-heart-of-colby-village/1689265953,Castlewood - Executive 5 BR Home in the heart of Colby Village!,3600,"63 Castlewood Drive, Dartmouth, NS, B2V 2R3","Available June 1st ~ welcome to 63 Castlewood Drive in Colby Village! There is over 4500 sq ft of total space in this thoughtfully designed, well-built family home beautifully situated on an incredibly private lot on Beck's Brook. This home offers spacious flowing sun drenched rooms with attention to detail around every corner! The main level offers a large Living Room and Dining Room with Fireplace, a Den, and updated Kitchen with new cabinets, countertop and walkout to huge private entertaining deck. There is also a bonus Sunroom, a bath, laundry and access to double garage on this main level. Upstairs you will find 4 very spacious Bedrooms including a beautiful large Master with walk-in and 5 pc ensuite and the Main Bath. The lower level offers a 5th Bedroom, Full Bath, Office and incredible Games room with 2nd Fireplace and kitchenette, perfect for extra guests or an in-law living space. it also features a wall of windows, high ceilings and walkout to a lovely deck and private backyard oasis with a babbling brook to relax by. There's space & storage on every level including a huge Double Garage and a great Workshop/Craft room with walkout to back yard. Outside the well cared for grounds and brick exterior make this house stand out in an already great neighbourhood - Colby Village is one of Cole Harbours most sought after neighbourhoods! It's near excellent schools, parks, sports facilities, shopping, restaurants and all the amenities you can think of ~ this is a rare find in Dartmouth, perfect for a large family to call home! $3600.00 per month + utilities*NO Smoking *No Pets","Parking Included: 2; Agreement Type: 1 Year; Move-In Date: June 1, 2024; Pet Friendly: No; Parking Included: 2 | Size (sqft): Not Available; Furnished: No; Air Conditioning: Yes; Smoking Permitted: No",House,5,0,3.5,44.6658645,-63.4885675,2,0,0,Not Available,0,,7660,11471,1743,7172,89,65,80,761,1372,238,878
https://www.kijiji.ca/v-apartments-condos/city-of-halifax/may-1-june-1-huge-4-bedroom-semidetached-house/1687521129,May 1 / June 1 -  HUGE 4 Bedroom Semidetached House,1000,"11 Rocklyn Road, Halifax, NS, B3P 2H8","Available May 1 2024 or June 1 2024! Whichever works best for you.Large 4 bedroom semidetached house located at 11 Rocklyn Road. Quiet area near Purcells Cove Road, 10 minute drive to downtown Halifax. Rent is $4000 which works out to $1000 per person with a group of 4 roommates.Rent includes water. Tenants pay for their own WIFI and electricity (heat is electric baseboard and heat pump with AC). Laundry included in the house at no cost, dishwasher included in the kitchen. Seeking responsible tenants only with good references.House consists of dining room, living room, laundry room, large kitchen, and 2 full bathrooms. 3 HUGE bedrooms, 1 medium sized bedroom. Master bedroom with walk in closet. Free parking for up to 3 vehicles.Please reply to this ad with a bit about yourself. Showings will only be booked for approved tenants. House is not furnished and will be provided professionally cleaned and fully vacant on May 1 2024. Large deck with top floor deck views of the Northwest Arm, 5 minutes to grocery and liquor stores, lots of gardens in a beautiful, quiet area of Halifax. 10 minutes to downtown Halifax. Bus route at top of the street.Perfect house for young professionals or senior students looking for a quiet place to live, in a gorgeous area, only 10 minutes to DAL or SMU.","Parking Included: 3+; Agreement Type: 1 Year; Move-In Date: May 1, 2024; Pet Friendly: Yes; Parking Included: 3+; Utilities Included: Water | Size (sqft): 2,700; Furnished: No; Air Conditioning: Yes; Smoking Permitted: No",House,4,0,2,44.6170826,-63.5764515,3+,1,1,"2,700",0,,8700,8556,4124,4096,45,37,34,917,859,366,886
https://www.kijiji.ca/v-apartments-condos/city-of-halifax/waterfront-property-nw-arm-may-1/1689184829,Waterfront property NW Arm. May 1,3350,"Halifax, NS B3P 2B3","This beautifully totally updated home on the North West Arm has 2 bedrooms, 2 bathrooms, 2 independent office/work spaces and 2 living spaces. The kitchen is bright and open concept. Imagine waking up to sailboats passing and eagles flying overhead. Deadman's Island and Armdale Yacht Club offer spectacular views while enjoying the west facing living room windows. Move in date is flexible but available from April 1.
This home is perfect for 2 couples or 2 people who work from home. There are 2 separate living rooms and the office spaces are at opposite ends of the house. Very much country living in the City!!
Double soaker bathtub, heated towel racks, 2 heat pumps and propane fireplace.
Fantastic water views with large windows in every room. Non smoking property.","Parking Included: 2; Agreement Type: 1 Year; Move-In Date: April 30, 2024; Pet Friendly: Limited; Parking Included: 2 | Size (sqft): 1,700; Furnished: No; Air Conditioning: Yes; Smoking Permitted: No",House,2,1,2,44.6342678,-63.6131573,2,0,0,"1,700",0,,4600,4456,2053,1947,10,27,17,604,546,281,239
https://www.kijiji.ca/v-apartments-condos/city-of-halifax/bright-3-1-bdrm-2-bath-house-for-rent/1689134009,Bright 3+1 bdrm/2 bath house for rent,2900,"Timberlea, NS B3T 1E4","**AVAILABLE MAY 1 OR JUNE 1 ** 6 MONTH FIXED LEASE WITH POSSIBILITY OF RENEWAL** Welcome to your new home in the desirable area of Beechville Lakeside Timberlea, Nova Scotia! This bright and spacious house offers comfortable living across two levels, perfect for families or those seeking ample space. On the main level, you'll find two generously sized bedrooms, ideal for accommodating family members or guests. The open concept kitchen, dining, and living area provide a seamless flow for everyday living and entertaining. Natural light pours in through the skylight in the full bathroom, creating a welcoming and airy atmosphere. Descend to the lower level where you'll discover an additional bright bedroom, perfect for a home office or additional living space. The large rec area down the hall offers endless possibilities for recreation or relaxation, or could even be used as a 4th bedroom. A second full bathroom on this level adds convenience and functionality. A large utility room provides storage space and a washer and dryer. Plus, with direct access to the yard, you can easily enjoy outdoor activities and gatherings. The yard includes a 12x12 shed, providing storage space for outdoor equipment and tools. Living in the BLT area offers a wealth of amenities right at your doorstep. With a bus stop 400m from the property (express bus) and the nearby Chain of Lakes trail provides opportunities for biking, walking, and running amidst scenic surroundings. Families will appreciate the convenience of having an elementary school within the neighborhood. Additionally, residents can enjoy the renowned Links at Brunello golf course nearby, perfect for golf enthusiasts. Within the community, you'll find everything you need, from grocery stores and drug stores to coffee shops and eateries. Water sport rentals and recreational facilities ensure there's always something to do close to home. And with easy access to downtown Halifax, Bayer's Lake shopping district, Tantallon, and more, you're never far from additional entertainment, dining, and shopping options. The rental term for this property is a fixed 6-month lease (2,900/month + utilities) with the possibility of renewal. Applicants will be required to undergo a credit check and provide references as part of the application process. Don't miss out on this opportunity to experience bright, comfortable living in beautiful Timberlea. Serious inquiries only. Please message with details about you and your family, and your desired move-in date.","Parking Included: 3+; Agreement Type: 1 Year; Move-In Date: May 1, 2024; Pet Friendly: Yes; Parking Included: 3+ | Size (sqft): 1,800; Furnished: No; Air Conditioning: No; Smoking Permitted: Outdoors only",House,3,1,2,44.6522528,-63.7353214,3+,0,1,"1,800",0,,15919,15481,10101,11895,40,47,27,1250,1192,744,805
https://www.kijiji.ca/v-apartments-condos/bedford/2-bedroom-apartment-for-rent-40-bedros-lane/1684096012,2 Bedroom Apartment for Rent - 40 Bedros Lane,2579,"40 Bedros Lane, Bedford, NS, B3M 4X1",Property Amenities Suite Amenities,"Parking Included: 0; Agreement Type: 1 Year; Pet Friendly: No; Parking Included: 0 | Size (sqft): 1,161; Furnished: No; Air Conditioning: No; Smoking Permitted: No",Apartment,2,0,2,44.7000366,-63.6655796,0,0,0,"1,161",0,,10430,11018,2198,2265,17,27,18,1142,1083,318,295
https://www.kijiji.ca/v-apartments-condos/bedford/2-bedroom-apartment-for-rent-22-bedros-lane/1684434866,2 Bedroom Apartment for Rent - 22 BEDROS LANE,2499,"22 BEDROS LANE, Bedford, NS, B3M 4W9",Property Amenities Suite Amenities,"Parking Included: 0; Agreement Type: 1 Year; Pet Friendly: No; Parking Included: 0 | Size (sqft): 1,154; Furnished: No; Air Conditioning: No; Smoking Permitted: No",Apartment,2,0,2,44.6991742,-63.6666477,0,0,0,"1,154",0,,10376,10964,2143,2211,89,65,80,1135,1076,311,287
https://www.kijiji.ca/v-apartments-condos/dartmouth/dalkeith-beautiful-4-bedroom-home-in-forrest-hills/1687612123,Dalkeith ~ Beautiful 4 Bedroom Home in Forrest Hills!,2600,"106 Dalkeith Drive, Dartmouth, NS, B2W 4E8","Available Now ~ this stylish 3+ Bedroom, Split Entry home in Forrest Hills is the perfect place to call home!","Parking Included: 2; Agreement Type: 1 Year; Move-In Date: March 7, 2024; Pet Friendly: Yes; Parking Included: 2 | Size (sqft): Not Available; Furnished: No; Air Conditioning: No; Smoking Permitted: No",House,4,0,2,44.677295,-63.4865801,2,0,1,Not Available,0,,8498,12309,2367,8010,89,65,80,827,1438,291,944
https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedroom-apartment-for-rent-200-willet-street/1684096229,2 Bedroom Apartment for Rent - 200 Willet Street,2481,"200 Willet Street, Halifax, NS, B3M 3C5",Property Amenities Suite Amenities,"Parking Included: 0; Agreement Type: 1 Year; Move-In Date: April 1, 2024; Pet Friendly: No; Parking Included: 0 | Size (sqft): 981; Furnished: No; Air Conditioning: No; Smoking Permitted: No",Apartment,2,0,1,44.6562544,-63.6499743,0,0,0,981,0,,7758,8438,1231,1108,59,37,31,941,882,233,184
https://www.kijiji.ca/v-apartments-condos/city-of-halifax/4-bedroom-house-for-rent-spryfield/1683051987,4 Bedroom House for rent - Spryfield,3200,"Juniper Crescent, Halifax, NS","If interested in applying to rent this property please fill out this google form. Only perspective tenants who fill out this form will be contacted for a viewing.
https://forms.gle/iRvJJK2z39bZ5FKn8 Beautifully landscaped, immaculately maintained large four-bedroom house on extra-large lot in quiet community ten minutes to downtown in Lieblin Park, Spryfield. The main floor has hardwood floors throughout, a foodie friendly eat-in kitchen with custom propane stove and stainless-steel appliances, plenty of well-designed counter space and a gorgeous view to the fenced backyard and green space beyond the yard. Patio doors off the kitchen lead outside to the double deck and BBQ dining area and quiet extensive yard. The large open living room has a bay window facing the front gardens and a stone hearth electric fireplace and there are two heat pumps on the main floor. Two-piece bathroom off the kitchen houses the washer and dryer and front vestibule has a large closet for coats and boots. Upstairs the large, tiled bathroom has a full-size soaker tub and tiled shower enclosure and four bedrooms, each with their own closet. Basement utility area includes a laundry sink and plenty of counter and closet space. Fully wired shed will make a perfect workshop and the covered carport and extra-large parking area are conveniently located beside the side entrance. Rent includes heat, electricity and water bills. Propane and Wifi will be covered by the tenants. No pets or smokers.","Parking Included: 2; Agreement Type: 1 Year; Move-In Date: April 15, 2024; Pet Friendly: No; Parking Included: 2; Utilities Included: Hydro, Heat, Water | Size (sqft): 1,560; Furnished: No; Air Conditioning: Yes; Smoking Permitted: No",House,4,1,2,44.5952896,-63.6358174,2,1,0,"1,560",0,,9869,9725,4425,3696,70,51,41,1046,989,383,370
https://www.kijiji.ca/v-apartments-condos/city-of-halifax/3-bedroom-2-5-bathroom-house/1689265534,3 Bedroom 2.5 Bathroom House,2500,"Broadholme Lane, Halifax, NS","Beautiful 3 Bedroom home available at 12 Broadholme Lane. The house comes with 4 appliances including washer and dryer. It has original hardwood floors, a large deck and beautiful front and back yard. It is located in a quiet neighborhood and in walking distance to Rockingham Elementry School, and close to all amenities.
Tenant responsible for electricity (including heat) and water. Contact Kristi at 902-401-6732 for further information or to arrange a viewing.","Parking Included: 2; Agreement Type: 1 Year; Move-In Date: April 1, 2024; Pet Friendly: Limited; Parking Included: 2 | Size (sqft): 2,500; Furnished: No; Air Conditioning: No; Smoking Permitted: Outdoors only",House,3,0,2.5,44.6824878,-63.671493,2,0,0,"2,500",0,,9232,9820,2949,2821,7,28,34,1036,977,264,239
https://www.kijiji.ca/v-apartments-condos/city-of-halifax/18-087-youll-love-the-140-ocean-frontage-view-of-herring-cove/1688298323,18-087 You'll love the 140â ocean frontage view of Herring Cove.,2800,"John Brackett Drive, Herring Cove, NS, B3V 1G8","Charming bungalow with stunning views in the picturesque Village of Herring Cove. Lots of sunny space including large open concept living/dining room with fabulous water views and hardwood floors. Eat-in kitchen with small center island. 3 bedrooms on the main level. The primary bedroom has ensuite bathroom and 2 closets. The lower level is partly finished and includes a family room, 4th bedroom or office, laundry, and work room. Shed available. Lovely gardens. Wonderful location with 140' waterfront on Herring Cove and less than a 15-minute drive to the Armdale Roundabout. Short jaunt to Pavia Gallery for fabulous local food, great coffee, and irresistible sweets. A well-behaved pet will be considered. No smokers. Utilities extra. Available June 1st furnished or unfurnished for a minimum of one year. Halifax Quality Homes for Rent Ltd. Tel: 902-445-4952 For a complete list of available houses, flats and condos visit us at: www.HalifaxQualityHomes.com","Parking Included: 2; Agreement Type: 1 Year; Move-In Date: June 1, 2024; Pet Friendly: Limited; Parking Included: 2 | Size (sqft): Not Available; Furnished: Yes; Air Conditioning: Yes; Smoking Permitted: No",House,3,1,3,44.5728802,-63.5574719,2,0,0,Not Available,1,,14636,14492,8142,7518,58,43,33,1234,1176,669,640
